filename,label,category,path
AIGen_PAN Card_2.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\AIGen_PAN Card_2.png
AIGen_PAN Card_3.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\AIGen_PAN Card_3.png
AIGen_PAN Card_4.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\AIGen_PAN Card_4.png
AIGen_PAN Card_6.jpg,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\AIGen_PAN Card_6.jpg
AIGen_PAN Card_8.jpg,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\AIGen_PAN Card_8.jpg
Forged--AIGen_PAN Card_3.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\Forged--AIGen_PAN Card_3.png
Forged-AIGen_PAN Card_2.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\Forged-AIGen_PAN Card_2.png
Forged-AIGen_PAN Card_4.png,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\Forged-AIGen_PAN Card_4.png
Forged-AIGen_PAN Card_6.jpg,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\Forged-AIGen_PAN Card_6.jpg
Forged-AIGen_PAN Card_8.jpg,Forged,PAN_Card,D:\Projects\doc-forgery-detector\data\raw\forged\PAN_Card\Forged-AIGen_PAN Card_8.jpg
